family_id,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
0,0.5151515151515152,0.37373737373737376,0.11111111111111112,0.8181818181818183,0.32323232323232326,0.7474747474747476,0.6363636363636365,0.7575757575757577,0.09090909090909093,0.27272727272727276,0.3333333333333333
1,0.25252525252525254,0.030303030303030304,0.8181818181818183,0.04040404040404041,0.10101010101010102,0.4646464646464647,0.37373737373737376,0.050505050505050504,0.6565656565656567,0.6060606060606062,0.3333333333333333
2,1.0,0.5353535353535355,0.24242424242424243,0.11111111111111112,0.26262626262626265,0.8181818181818183,0.09090909090909093,0.8888888888888891,0.7979797979797981,0.32323232323232326,0.16666666666666669
3,0.010101010101010102,0.9494949494949496,0.0,0.9595959595959597,0.31313131313131315,0.050505050505050504,0.393939393939394,0.30303030303030304,0.08080808080808081,0.585858585858586,0.0
4,0.5252525252525253,0.0,0.4646464646464647,0.9292929292929294,0.25252525252525254,0.0202020202020202,0.4545454545454546,0.15151515151515152,0.41414141414141414,0.38383838383838387,0.3333333333333333
5,0.31313131313131315,0.585858585858586,0.11111111111111112,0.0202020202020202,0.595959595959596,0.25252525252525254,0.3434343434343435,0.494949494949495,0.04040404040404041,0.010101010101010102,0.3333333333333333
6,0.8787878787878789,0.030303030303030304,0.0,0.0202020202020202,0.9090909090909092,0.31313131313131315,0.38383838383838387,0.5656565656565657,0.27272727272727276,0.98989898989899,0.0
7,0.24242424242424243,0.10101010101010102,0.5151515151515152,0.47474747474747475,0.09090909090909093,0.16161616161616163,0.8787878787878789,0.494949494949495,0.9494949494949496,0.6565656565656567,0.49999999999999994
8,0.1717171717171717,0.595959595959596,0.0,0.11111111111111112,0.8888888888888891,0.32323232323232326,0.15151515151515152,0.09090909090909093,0.5252525252525253,0.6666666666666667,0.3333333333333333
9,0.0,0.8787878787878789,0.38383838383838387,0.494949494949495,0.25252525252525254,0.1717171717171717,0.9595959595959597,0.4646464646464647,0.4545454545454546,0.27272727272727276,0.8333333333333333
10,0.9595959595959597,0.9191919191919193,0.07070707070707072,0.04040404040404041,0.6666666666666667,0.11111111111111112,0.5656565656565657,0.33333333333333337,0.7979797979797981,0.4545454545454546,0.8333333333333333
11,0.18181818181818182,0.7474747474747476,0.38383838383838387,0.43434343434343436,0.010101010101010102,0.6767676767676769,0.5252525252525253,0.8888888888888891,0.060606060606060615,0.9393939393939396,0.8333333333333333
12,0.5151515151515152,0.9797979797979799,0.5252525252525253,0.0,0.38383838383838387,0.6666666666666667,0.8686868686868688,0.23232323232323232,0.6464646464646465,0.9494949494949496,0.6666666666666667
13,0.5353535353535355,0.5151515151515152,0.24242424242424243,0.5252525252525253,0.0,0.595959595959596,0.09090909090909093,0.11111111111111112,0.10101010101010102,0.5656565656565657,0.0
14,0.4444444444444445,0.24242424242424243,0.33333333333333337,0.37373737373737376,0.8787878787878789,0.15151515151515152,0.0,0.030303030303030304,0.8888888888888891,0.2828282828282828,0.0
15,0.21212121212121213,0.030303030303030304,0.8181818181818183,0.09090909090909093,0.04040404040404041,0.5757575757575758,0.7474747474747476,0.0,0.1717171717171717,0.9393939393939396,0.0
16,0.4545454545454546,0.494949494949495,0.0,0.16161616161616163,0.5151515151515152,0.7373737373737375,0.060606060606060615,0.20202020202020202,0.37373737373737376,0.24242424242424243,0.16666666666666669
17,0.4646464646464647,0.5151515151515152,0.7373737373737375,0.04040404040404041,0.030303030303030304,0.393939393939394,0.787878787878788,0.6060606060606062,0.09090909090909093,0.16161616161616163,0.3333333333333333
18,0.7474747474747476,0.8686868686868688,0.7373737373737375,0.37373737373737376,0.5151515151515152,0.12121212121212123,0.09090909090909093,0.030303030303030304,0.8080808080808082,0.6767676767676769,0.16666666666666669
19,0.0202020202020202,0.11111111111111112,0.04040404040404041,0.0,0.060606060606060615,0.25252525252525254,0.48484848484848486,0.43434343434343436,0.9696969696969698,1.0,0.0
20,0.0202020202020202,0.8787878787878789,0.16161616161616163,0.6767676767676769,0.31313131313131315,0.7272727272727274,0.24242424242424243,0.0,0.585858585858586,0.7373737373737375,0.6666666666666667
21,0.5555555555555557,0.0,0.4444444444444445,0.686868686868687,0.30303030303030304,0.030303030303030304,0.7979797979797981,0.37373737373737376,0.8080808080808082,0.11111111111111112,0.49999999999999994
22,0.6060606060606062,0.32323232323232326,0.0,0.8181818181818183,0.595959595959596,0.09090909090909093,0.9191919191919193,0.16161616161616163,0.7272727272727274,0.21212121212121213,0.6666666666666667
23,0.18181818181818182,0.8181818181818183,0.1717171717171717,0.7272727272727274,0.10101010101010102,0.6767676767676769,0.0202020202020202,0.9393939393939396,0.585858585858586,0.15151515151515152,0.16666666666666669
24,0.7474747474747476,0.9494949494949496,0.23232323232323232,0.030303030303030304,0.37373737373737376,0.5151515151515152,0.0202020202020202,0.0,0.27272727272727276,0.04040404040404041,0.6666666666666667
25,0.15151515151515152,0.10101010101010102,0.11111111111111112,0.5252525252525253,0.0202020202020202,0.9797979797979799,0.24242424242424243,0.6060606060606062,0.18181818181818182,0.1717171717171717,0.16666666666666669
26,0.5757575757575758,0.9494949494949496,0.030303030303030304,0.24242424242424243,0.6565656565656567,0.6161616161616162,0.5252525252525253,0.9393939393939396,0.13131313131313133,0.07070707070707072,0.0
27,0.37373737373737376,0.9494949494949496,0.0,0.42424242424242425,0.8787878787878789,0.38383838383838387,0.08080808080808081,0.030303030303030304,0.6464646464646465,0.7373737373737375,0.3333333333333333
28,0.8080808080808082,0.26262626262626265,0.5353535353535355,0.20202020202020202,0.4444444444444445,0.6666666666666667,0.32323232323232326,0.010101010101010102,0.060606060606060615,0.5252525252525253,0.49999999999999994
29,0.8888888888888891,0.07070707070707072,0.0,0.8181818181818183,0.7979797979797981,0.6666666666666667,0.5353535353535355,0.10101010101010102,0.25252525252525254,0.7373737373737375,0.3333333333333333
30,0.6767676767676769,0.5252525252525253,0.5656565656565657,0.5151515151515152,0.7474747474747476,0.43434343434343436,0.4646464646464647,0.04040404040404041,0.4444444444444445,0.37373737373737376,0.16666666666666669
31,0.7373737373737375,0.060606060606060615,0.8181818181818183,0.585858585858586,0.6767676767676769,0.5656565656565657,0.0202020202020202,0.08080808080808081,0.23232323232323232,0.5050505050505052,0.16666666666666669
32,0.23232323232323232,0.7474747474747476,0.1414141414141414,0.5252525252525253,0.4444444444444445,0.27272727272727276,0.2828282828282828,0.09090909090909093,0.24242424242424243,0.9090909090909092,0.16666666666666669
33,0.31313131313131315,0.9595959595959597,0.0,0.5353535353535355,0.030303030303030304,0.6060606060606062,0.9696969696969698,0.43434343434343436,0.6565656565656567,0.18181818181818182,0.16666666666666669
34,0.4545454545454546,0.5151515151515152,0.393939393939394,0.16161616161616163,0.1414141414141414,0.6666666666666667,0.585858585858586,0.1717171717171717,0.32323232323232326,0.4646464646464647,0.16666666666666669
35,0.30303030303030304,0.8686868686868688,0.9797979797979799,0.6060606060606062,0.18181818181818182,0.8787878787878789,0.9494949494949496,0.6464646464646465,0.22222222222222224,0.4444444444444445,0.16666666666666669
36,0.4646464646464647,0.32323232323232326,0.8181818181818183,0.030303030303030304,0.0,0.09090909090909093,0.5151515151515152,0.25252525252525254,0.5353535353535355,0.24242424242424243,0.6666666666666667
37,0.1414141414141414,0.8080808080808082,0.8181818181818183,0.8686868686868688,0.8787878787878789,0.7373737373737375,0.07070707070707072,0.33333333333333337,0.5050505050505052,0.4646464646464647,0.0
38,0.12121212121212123,0.6767676767676769,0.0,0.25252525252525254,0.4646464646464647,0.0202020202020202,0.6565656565656567,0.4545454545454546,0.20202020202020202,0.35353535353535354,0.49999999999999994
39,0.09090909090909093,0.08080808080808081,0.585858585858586,0.3434343434343435,0.0,0.8989898989898991,0.8080808080808082,0.9595959595959597,0.1717171717171717,0.11111111111111112,0.3333333333333333
40,0.24242424242424243,0.8080808080808082,0.8181818181818183,0.07070707070707072,0.7272727272727274,0.30303030303030304,0.23232323232323232,0.5151515151515152,0.060606060606060615,0.10101010101010102,0.6666666666666667
41,0.30303030303030304,0.04040404040404041,0.9191919191919193,0.4444444444444445,0.3434343434343435,0.585858585858586,0.31313131313131315,0.16161616161616163,0.13131313131313133,0.6565656565656567,1.0
42,0.8080808080808082,0.8888888888888891,0.4444444444444445,0.11111111111111112,0.7979797979797981,0.04040404040404041,0.9393939393939396,0.0,0.16161616161616163,0.19191919191919193,1.0
43,0.10101010101010102,0.0,0.060606060606060615,0.393939393939394,0.1414141414141414,0.11111111111111112,0.030303030303030304,0.5454545454545455,0.25252525252525254,0.48484848484848486,0.0
44,0.48484848484848486,0.0,0.31313131313131315,0.4444444444444445,0.4545454545454546,0.8181818181818183,0.23232323232323232,0.595959595959596,0.8888888888888891,0.09090909090909093,0.0
45,0.04040404040404041,0.8181818181818183,0.4545454545454546,0.5454545454545455,0.8080808080808082,0.47474747474747475,0.595959595959596,0.32323232323232326,0.9393939393939396,0.16161616161616163,0.3333333333333333
46,0.1414141414141414,0.8787878787878789,0.6666666666666667,0.5151515151515152,0.8181818181818183,0.09090909090909093,0.0,0.25252525252525254,0.38383838383838387,0.9595959595959597,0.16666666666666669
47,0.4444444444444445,0.18181818181818182,0.0,0.37373737373737376,0.26262626262626265,0.9393939393939396,0.6565656565656567,0.7979797979797981,0.3434343434343435,0.6767676767676769,0.3333333333333333
