,choice_0,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,n_people
0,0.3884507420282983,-0.12200401096951813,-1.0130193562215388,1.3888844707357761,-0.3081934940043857,1.1166286023782777,0.7675502560511842,1.148642815982742,-1.1269730721883757,-0.5196192699473229,-0.13089155913173114
1,-0.5065177376115563,-1.2739441312037914,1.415934166584625,-1.2579192477806145,-1.065713310340328,0.1505913994111105,-0.13811376288826632,-1.2687964547052817,0.8245557952023613,0.6542033713268696,-0.13089155913173114
2,2.040700242901876,0.42008545737602215,-0.561927987700394,-1.017300727915488,-0.5147898075505518,1.3581379031200695,-1.1134442448230593,1.597595823396232,1.3124380120500456,-0.3417673546027482,-0.7833918539060649
3,-1.3326424880483452,1.8091897200114693,-1.3947120526625074,1.870121510466029,-0.3426262129287468,-1.2639630763622414,-0.06844729989292397,-0.4054252866024161,-1.1618218019632103,0.5830626051890397,-1.4358921486803988
4,0.4228726066298312,-1.37558590651858,0.20145740518154315,1.7669992876666891,-0.5492225264749129,-1.367467062394438,0.14055208909310307,-0.9234479874641355,-0.011813719393668879,-0.1283450561892587,-0.13089155913173114
5,-0.2999865500023591,0.5894884162340035,-1.0130193562215388,-1.3266673963135076,0.6214899169533616,-0.5739365028142649,-0.24261345738127985,0.2507368011557617,-1.3012167210625487,-1.4444492297391107,-0.13089155913173114
6,1.6276378676834817,-1.2739441312037914,-1.3947120526625074,-1.3266673963135076,1.688904203608553,-0.3669285307498719,-0.10328053139059515,0.49248072822456407,-0.49969593624135317,2.0058779279456367,-1.4358921486803988
7,-0.5409396022130892,-1.0367799888026175,0.37495408538198344,0.2201659456765907,-1.1001460292646892,-0.8844484609108544,1.6035478119952924,0.2507368011557617,1.8351689586725644,0.8320552866714442,0.5216087356426027
8,-0.7818926544238193,0.6233690080055998,-1.3947120526625074,-1.017300727915488,1.620038765759831,-0.3324272020724731,-0.9044448558370322,-1.1306570678088232,0.37152230812951165,0.8676256697403592,-0.13089155913173114
9,-1.367064352649878,1.5720255776102954,-0.07613728313916128,0.28891409420948394,-0.5492225264749129,-0.8499471322334555,1.8822136639766618,0.14713226098341783,0.12758119970566947,-0.5196192699473229,1.8266093251912703
10,1.9030127844957447,1.7075479446966804,-1.1518167003818909,-1.2579192477806145,0.8625189494238887,-1.0569551042978484,0.523717635567486,-0.3018207464300723,1.3124380120500456,0.12064762529314575,1.8266093251912703
11,-0.7474707898222864,1.131577884579544,-0.07613728313916128,0.08266964861080418,-1.3756077806595772,0.8751193016364859,0.38438470957680126,1.597595823396232,-1.2315192615128796,1.828026012601062,1.8266093251912703
12,0.3884507420282983,1.910831495326258,0.40965342142207145,-1.395415544846401,-0.10159718045821967,0.840617972959087,1.5687145804976212,-0.6471692136712185,0.7897070654275267,1.8635963956699768,1.1741090304169364
